id,product_text,retailer,category
6572,BBANQ POPCORN CHKN,Publix,frozen foods
6573,SOUTHWESTCCHOPSLD,Publix,produce
6574,PRO STEAK NOODLE,Publix,canned goods & soups
6575,ALL STAINLIFTERS,Kroger,household essentials
6576,VSLNEELOTION,Kroger,beauty & grooming
6577,L CKN BRSTT,Kroger,"meat, seafood, & poultry"
6578,TOS SNACKS,Kroger,"snacks, cookies, & chips"
6579,PPRSL HNY HAM GNG,Kroger,deli
6580,STO PARTY SIZE,Publix,"snacks, cookies, & chips"
6581,APPLE SLICES SEET,Publix,produce
6582,OSCMBBACON,Publix,"meat, seafood, & poultry"
6583,BBO SUMME FUEL,Kroger,not an item
6584,SC SENIOR REWARDS 5X,Publix,not an item
6585,EDL NGHTLGHT,Kroger,household essentials
6586,ARMR VNASSG,Kroger,canned goods & soups
6587,KL AIDDDRINKMIX,Publix,beverages
6588,SUNNY D GRNY APL,Kroger,produce
6589,RENUZIT APPLE CIN,Publix,household essentials
6590,AULIFLOWER WHITE,Kroger,produce
6591,N FINISH,Kroger,household essentials
6592,CHOC,Kroger,candy & gum
6593,ICEE FREEZE CUPS,Kroger,frozen foods
6594,0 M BACON,Kroger,"meat, seafood, & poultry"
6595,FRANZIA WINE,Kroger,wine
6596,BBRHDMSQ TKY,Kroger,"meat, seafood, & poultry"
6597,AMNNOODLE,Kroger,grains & pasta
6598,S CONDITIONER,Kroger,beauty & grooming
6599,OGER SANDWCH BAG,Kroger,household essentials
6600,SEAPAK CLAM STRIPS,Publix,frozen foods
6601,KRO PNAPL CHNKKJCE,Kroger,beverages
6602,0 SAND BUN,Publix,bakery
6603,H FET ALFREDO,Kroger,"condiments, sauces & seasonings"
6604,DM SL CARROT,Kroger,canned goods & soups
6605,FFCHICKEN,Publix,"meat, seafood, & poultry"
6606,SI BODY WASHH,Kroger,beauty & grooming
6607,ANJOU PEARS,Publix,produce
6608,ROYAL PINK SALMON,Publix,canned goods & soups
6609,REDEM,Kroger,not an item
6610,PBX THN CKD HAM,Publix,deli
6611,KRO PPR NPKN PPC,Kroger,household essentials
6612,COTTTTRAVEL WIPES,Kroger,health & wellness
6613,MNMD PUNCH,Kroger,beverages
6614,SC KROER SAINS,Kroger,not an item
6615,PSTMSHROOM,Kroger,produce
6616,BBF CUBE STK PPC,Kroger,"meat, seafood, & poultry"
6617,KROCHEESE PPC,Kroger,dairy
6618,PRDU CHHTHGH,Kroger,"meat, seafood, & poultry"
6619,WT BNAAS,Kroger,produce
6620,SILK BLND,Kroger,dairy
6621,BBLTH STONE FRUIT,Kroger,beverages
6622,SNFC PRETZEL PPC,Kroger,"snacks, cookies, & chips"
6623,ICBRKRS WINTERGRN,Kroger,candy & gum
6624,KRO HNY HAM PPC,Kroger,deli
6625,KRFT CHEESENGS,Kroger,dairy
6626,DELI SPREAD,Kroger,deli
6627,DM NSA DICED TOMAT,Publix,canned goods & soups
6628,PUB SCENTED LITTER,Publix,pets
6629,SECURE PIN T0 VERLFY YOUR,Kroger,not an item
6630,SBSTKCUP,Kroger,beverages
6631,SKNYCW ICED COFFEEPC,Kroger,beverages
6632,TURKEY BRST PAN,Kroger,"meat, seafood, & poultry"
6633,KNGO SARDINS,Kroger,canned goods & soups
6634,LTDB NUTTYBAR,Kroger,"snacks, cookies, & chips"
6635,R HAM,Kroger,deli
6636,CHHANGGE,Kroger,not an item
6637,JIFPEANUTBBUTTER,Kroger,"condiments, sauces & seasonings"
6638,KRO EASY BK,Kroger,bakery
6639,MILO TEA,Kroger,beverages
6640,SIDBODY WASHH,Publix,beauty & grooming
6641,EH WLNTMILK,Kroger,dairy
6642,AFC SUSHI,Kroger,"meat, seafood, & poultry"
6643,PUB WHCORN N0 SAL,Publix,"snacks, cookies, & chips"
6644,KOGER SAWINGS,Kroger,not an item
6645,4 0R 1000,Publix,not an item
6646,ADISHES,Kroger,produce
6647,SSBQ BOUQUET,Kroger,frozen foods
6648,LFHS BLUE SGR CKY,Kroger,baking
6649,ROGER TEA,Kroger,beverages
6650,WEET BABY RAY,Kroger,"condiments, sauces & seasonings"
6651,CMFRTS FRT PPC,Kroger,baby & kids
6652,REESES BAKING CHPS,Kroger,candy & gum
6653,GGNT FRZN SPNCHH,Publix,frozen foods
6654,OFFEREXPRES,Kroger,not an item
6655,KRO NUTR SHK,Kroger,beverages
6656,1 6 FOR 600,Kroger,not an item
6657,HORMEL PEPRNIMINI,Publix,deli
6658,N BF GRND,Kroger,"meat, seafood, & poultry"
6659,SPEND THIIS ORDER,Kroger,not an item
6660,BBNLS BREAST PORTNS,Publix,"meat, seafood, & poultry"
6661,SAVNG,Kroger,not an item
6662,CHK BREASTBBLSL,Kroger,"meat, seafood, & poultry"
6663,1010 00,Kroger,not an item
6664,KKRO VEG REFRD BNS,Kroger,canned goods & soups
6665,BUTTER PPC,Kroger,dairy
6666,TE111US HOWWE ARE,Kroger,not an item
6667,YOPLAITTYOGURT PPC,Kroger,dairy
6668,OSCM PE CHKN,Kroger,deli
6669,GM HNY NUT,Kroger,breakfast & cereal
6670,LASAGNA PASTA,Kroger,grains & pasta
6671,SC A99 SALE,Kroger,not an item
6672,WROOTBEER,Kroger,beverages
6673,BBB CHICKEN BREAST,Publix,"meat, seafood, & poultry"
6674,TAPE,Kroger,household essentials
6675,KKRO RL SGR COLA,Kroger,beverages
6676,LLIMITONE 50 FUELPTBONUS PER,Publix,not an item
6677,FORTHE FIRST,Kroger,not an item
6678,KRAFT SPAGHTTI DNR,Kroger,grains & pasta
6679,KKRO HONEY,Kroger,breakfast & cereal
6680,KRO RAISINS MINI,Kroger,produce
6681,CONTADINA TOMPAST,Kroger,"condiments, sauces & seasonings"
6682,TNO PIIZZA,Kroger,frozen foods
6683,CONTACT YOUR FINANCIAI,Kroger,not an item
6684,BRHD BLK TKY,Kroger,deli
6685,ONE URINARY TRACT,Publix,pets
6686,DDOVEEBODY WASHH,Kroger,beauty & grooming
6687,PROG VEG STOCK,Publix,canned goods & soups
6688,HLSR LUNCHMT C,Kroger,deli
6689,WRGLY EXTRA SPRMNTPC,Kroger,candy & gum
6690,MAYFIELD IC SDWCHH,Publix,frozen foods
6691,EMERALD WHL CASHEN,Publix,produce
6692,ZTRN RICE,Publix,grains & pasta
6693,LTDB CHRISTMAS TREPC,Kroger,"snacks, cookies, & chips"
6694,FRT SNKCARS,Kroger,"snacks, cookies, & chips"
6695,QK RICE POPCORN CK,Publix,"snacks, cookies, & chips"
6696,RONI,Kroger,grains & pasta
6697,APPLEPIE,Publix,bakery
6698,MANWICHH,Kroger,"condiments, sauces & seasonings"
6699,PIKNIK SS POTATO,Kroger,"snacks, cookies, & chips"
6700,SNACK MIX,Kroger,"snacks, cookies, & chips"
6701,WTT ZUCCHINI ORG,Kroger,produce
6702,CARTWHEEL,Kroger,not an item
6703,L NUMBER,Kroger,produce
6704,NTMD FISH OIL,Kroger,health & wellness
6705,GGALBANI RICOTTA SK,Publix,dairy
6706,PER 7,Kroger,not an item
6707,PUBLIX SERRANO HAM,Publix,deli
6708,KKRO CREAM CHEESE PPC,Kroger,dairy
6709,KRO GARLLIC PWDR,Kroger,"condiments, sauces & seasonings"
6710,BBOUNTY EVRDAY NAPK,Publix,household essentials
6711,MRTN SEASONING,Kroger,"condiments, sauces & seasonings"
6712,FFMKY TORT,Kroger,bakery
6713,HERSH 2 CHOC MILK,Publix,dairy
6714,NPTH TOASTER,Kroger,breakfast & cereal
6715,1 B 2 FOR 600,Publix,not an item
6716,LAY FUN MIX,Kroger,"snacks, cookies, & chips"
6717,PRNGL SNACKS PPC,Kroger,"snacks, cookies, & chips"
6718,1 8 FOR 1000,Kroger,not an item
6719,SOCKEYE SALMON,Publix,"meat, seafood, & poultry"
6720,BVSF TILAPIA FLTS,Kroger,frozen foods
6721,KAKE,Kroger,bakery
6722,KRO PIE CRUST PPC,Kroger,frozen foods
6723,VIIST,Kroger,not an item
6724,NOW HIRING APP LY,Kroger,not an item
6725,ONION THYME LENTLS,Publix,produce
6726,BODYWASHH,Kroger,beauty & grooming
6727,FRTS BABY F00D,Kroger,baby & kids
6728,CARROTBAR CAKE,Kroger,baking
6729,RRITO,Kroger,"snacks, cookies, & chips"
6730,ANGLSFTL2 RL BRK,Publix,household essentials
6731,EDWARDS SINGLE,Kroger,frozen foods
6732,LLIIMIT ONE 50 FUELPT BONUS PER,Kroger,not an item
6733,AWTMFFN MX,Kroger,baking
6734,SAR RED FTCCLBY JK,Publix,dairy
6735,FX CURAD BANDAGE,Kroger,health & wellness
6736,KRO LLIMA BEAN,Kroger,canned goods & soups
6737,JOAN 0F ARC BEANS,Kroger,canned goods & soups
6738,LIMIIT NE 50 FUEL PT BONUS PER 7,Kroger,not an item
6739,EGGS LARGE,Kroger,dairy
6740,PUB PAIN RELIEF,Publix,health & wellness
6741,FF MILK,Publix,dairy
6742,F00D TAX,Publix,not an item
6743,KROGER TAX,Kroger,not an item
6744,DRINKMIX,Kroger,beverages
6745,LINERS,Kroger,household essentials
6746,A YOGHURT,Kroger,dairy
6747,NANAS C,Kroger,produce
6748,KRO CHOC RSN,Kroger,dairy
6749,HTGFCCHK BRST PPC,Kroger,"meat, seafood, & poultry"
6750,WT NAVEL ORANGES,Safeway,produce
6751,BUGLES NACHO CHESE,Publix,"snacks, cookies, & chips"
6752,RROGER SAVINGS,Kroger,not an item
6753,CANAOA DRY,Kroger,beverages
6754,SIMPLY ORANGE 0J,Publix,beverages
6755,157 LB,Kroger,pets
6756,KLNX C00L,Kroger,household essentials
6757,DENTAL IFE SMMD10,Publix,health & wellness
6758,KKRO YOGRT,Kroger,dairy
6759,PONR GRVY,Kroger,"condiments, sauces & seasonings"
6760,KROGER PIZZA ROLLS,Kroger,frozen foods
6761,CNTRYT TEA,Kroger,beverages
6762,COLG 360 TTHBRSHH,Kroger,health & wellness
6763,LIBBY NATGRBEAN,Publix,canned goods & soups
6764,DDELMONTE PEARS,Kroger,produce
6765,ASEVENT,Kroger,household essentials
6766,CAMPDSPAGHETTIOS,Kroger,canned goods & soups
6767,E SVIGS,Kroger,not an item
6768,FINAGLE A BAGEL,Publix,bakery
6769,GNNO SAUSAGE,Kroger,"meat, seafood, & poultry"
6770,ORAL B FLOSS PICKSPC,Kroger,health & wellness
6771,KRO GUMMY VTMNS,Kroger,health & wellness
6772,BBIG K CITRUS DROPVPC,Kroger,beverages
6773,ATHENOS MEDTN FETA,Publix,dairy
6774,ORBITCGUM,Kroger,candy & gum
6775,FREDMEYER JEWELRY,Kroger,apparel
6776,GERBER OATMEAL,Publix,baby & kids
6777,KDCS CKN DNR,Publix,frozen foods
6778,ECPN 1 MEAT,Kroger,"meat, seafood, & poultry"
6779,0RE0 CRMH,Publix,"snacks, cookies, & chips"
6780,R0 WATER,Publix,beverages
6781,CRISCO CANOLA OIL,Kroger,baking
6782,S KKOGR SVINS,Kroger,not an item
6783,AJ WAFFPHMSTYL 14C,Publix,frozen foods
6784,ICHI SALSA,Kroger,"snacks, cookies, & chips"
6785,1 5 FOR 000,Publix,not an item
6786,PPUBBTTRCRSTBREAD,Publix,bakery
6787,KEMPS CHOC PB,Publix,frozen foods
6788,KRO REFRIIED BEANS,Publix,canned goods & soups
6789,VIGO ITAL BRDCRMB,Publix,bakery
6790,DMMAC,Kroger,grains & pasta
6791,WT TOMATOES 0N VIINE,Kroger,produce
6792,MSHRM BYBL WHL,Kroger,produce
6793,FIGS BROWN TURKEY,Publix,"meat, seafood, & poultry"
6794,E WATER,Kroger,beverages
6795,MARUCHAN RAM SHRMP,Publix,canned goods & soups
6796,HRML CHIL,Kroger,canned goods & soups
6797,ROGER S,Kroger,frozen foods
6798,BBH VENGOLD TURKEY,Publix,deli
6799,ALMONDS RS WONDER,Publix,produce
6800,W4TH,Kroger,not an item
6801,ENTMMUFFIN,Kroger,bakery
6802,199,Kroger,not an item
6803,BREAD SAVINGS,Kroger,bakery
6804,KLOND BAR SMORES,Publix,frozen foods
6805,JD ITL RL SAU PRK,Kroger,"meat, seafood, & poultry"
6806,LIIMIT ONE 50 FUELPTTBONUS PER 7,Kroger,not an item
6807,MOUNTAIN DEW 200Z,Kroger,beverages
6808,STO GRN BN,Kroger,canned goods & soups
6809,RLLA PENNE,Kroger,grains & pasta
6810,HTGFCCHKBBRST,Kroger,"meat, seafood, & poultry"
6811,PHMK VL CD EV,Kroger,household essentials
6812,1 1 10 FOR 700,Publix,not an item
6813,CASCADE ACTION PAC,Publix,household essentials
6814,ORO BUNS,Kroger,bakery
6815,PORK SPARERIBS,Kroger,"meat, seafood, & poultry"
6816,LIMIT ONE 50 FUEE PT BONUS PER,Kroger,not an item
6817,WT ONIONS HITE,Kroger,produce
6818,0M BACON 8 0Z,Publix,"meat, seafood, & poultry"
6819,TTOTTALL,Safeway,not an item
6820,PUB PREM EVRY BGL,Publix,bakery
6821,ANOLA BAR,Kroger,"snacks, cookies, & chips"
6822,CAKE SLICES,Kroger,bakery
6823,PSSTGRN BNS,Safeway,canned goods & soups
6824,GALLO SALAME,Safeway,deli
6825,KROERSAINS,Kroger,not an item
6826,CNTDNA TOMATO SCE,Kroger,"condiments, sauces & seasonings"
6827,BBO SUMMRFUEL,Kroger,not an item
6828,EL MONTEREY BRKFSTT,Kroger,frozen foods
6829,H RAMEN,Kroger,canned goods & soups
6830,KIT ORG BAR,Kroger,"snacks, cookies, & chips"
6831,ZEN VEG,Kroger,frozen foods
6832,KRO WATER PC 2,Kroger,beverages
6833,EVOL BREAKFAST,Kroger,frozen foods
6834,BE SFDDSN PSTAPEA,Publix,frozen foods
6835,DDEBIT URCHASE,Kroger,not an item
6836,PFRMBBAG GF,Kroger,frozen foods
6837,LA PREFBEANS,Kroger,canned goods & soups
6838,SAVE 45 DRY PASTA,Kroger,not an item
6839,GREEEN ONIIONS,Safeway,produce
6840,NAB G00D THINS,Publix,"snacks, cookies, & chips"
6841,STICKERS,Publix,household essentials
6842,PLUM POUCHH PPC,Kroger,baby & kids
6843,GERBER CHICVEG,Publix,baby & kids
6844,WTT GRAPESRED,Kroger,produce
6845,TANGERINE JUICE,Publix,beverages
6846,BBTRFLAV INSTGRIT,Publix,breakfast & cereal
6847,FEAST CATFOODPC,Kroger,pets
6848,BB FITNESS BARS,Kroger,"snacks, cookies, & chips"
6849,TTNO PLZZA,Publix,frozen foods
6850,SC KKRGER SWING,Kroger,not an item
6851,SPCT FLAX SD,Kroger,health & wellness
6852,QKER RICE CK,Publix,"snacks, cookies, & chips"
6853,BBULK BACON,Kroger,"meat, seafood, & poultry"
6854,1 20 FOR 1000,Publix,not an item
6855,ROGER SAVTNGS,Kroger,not an item
6856,FAULTLESS STARCHH,Kroger,baking
6857,BAJANCE,Kroger,beverages
6858,DDRINKMIX,Kroger,beverages
6859,BRHD PPR TKY,Kroger,deli
6860,KBLR VARIEY P,Kroger,"snacks, cookies, & chips"
6861,NNOTEBOOK PPC,Kroger,household essentials
6862,0 PLATES,Kroger,household essentials
6863,CM HAZELNUTT,Publix,dairy
6864,STO SAGE ORGNC,Kroger,"condiments, sauces & seasonings"
6865,2 FOR 33,Publix,not an item
6866,PRING ORG BPK SNAK,Publix,"snacks, cookies, & chips"
6867,BE MASHED POTATO,Publix,boxed meals
6868,S MLK CHOC,Kroger,dairy
6869,MDOG DOG FOOD,Kroger,pets
6870,MRRY OLIVES,Kroger,"condiments, sauces & seasonings"
6871,C KRGR SVINS,Kroger,not an item
6872,SHEBACCHICKEN,Kroger,pets
6873,GEVALIA COFFEE KCU,Publix,beverages
6874,BBH AL AM BBQ CHKN,Publix,"meat, seafood, & poultry"
6875,SEA CUIS SALMN FR,Publix,frozen foods
6876,APPLEGATE FRSTHAM,Publix,deli
6877,KR SINGLE MEGA PCK,Publix,dairy
6878,WTT BGRAPES RED,Kroger,produce
6879,S KOR SWNS,Publix,not an item
6880,MW WLDBRRY MUFFIN,Kroger,baking
6881,SPAGHETTI PPC,Kroger,grains & pasta
6882,BBLTH JUICES PPC,Kroger,beverages
6883,TROLLI SR CRWLR,Kroger,candy & gum
6884,R PIZZA PPC,Kroger,frozen foods
6885,LEMONS BAG FANCY,Kroger,produce
6886,KROGER FFMILK PPC,Kroger,dairy
6887,BBUTTERFFINGER CUPS,Kroger,candy & gum
6888,Y CAKE MX,Publix,baking
6889,KRO VEG OIL C,Kroger,baking
6890,ICH POPN CKN,Kroger,frozen foods
6891,TLK TX OKRA PCKLES,Kroger,"condiments, sauces & seasonings"
6892,KLOND BAR CRML PRZ,Publix,frozen foods
6893,C KKOER SVINS,Kroger,not an item
6894,BBE TEAMFRESHH,Publix,frozen foods
6895,WELCHREFRSHHSMPLE,Publix,beverages
6896,CAPRICHERRY 10PK,Publix,beverages
6897,SHOUTTTRIGGER,Publix,household essentials
6898,KRO PNAPL CHNKJCE,Kroger,canned goods & soups
6899,SHV GEL,Publix,beauty & grooming
6900,CHHICKEN BRST,Kroger,"meat, seafood, & poultry"
6901,LLIMIT 0NE50 FUEL PT BONUS PER,Kroger,not an item
6902,CHK THIGH,Kroger,"meat, seafood, & poultry"
6903,STRBY FRSTNG,Kroger,baking
6904,WT PPEACHES PPC,Kroger,produce
6905,KRO FRZ FRUITBAR,Kroger,frozen foods
6906,W SMTL FZMEAL,Kroger,frozen foods
6907,WHHAPPLEEJUICE,Publix,beverages
6908,ATHENS FILLO DOUGHH,Publix,frozen foods
6909,LLIIMIT,Kroger,not an item
6910,KKROGER SANDWCHBBAG,Kroger,household essentials
6911,TOMATILLOS,Publix,produce
6912,JCYFRTSTRBSTGM C,Publix,frozen foods
6913,Z PASTA,Publix,grains & pasta
6914,THESE POINSEXPIRE,Kroger,not an item
6915,QUA CHW 90C CH CHK,Publix,"snacks, cookies, & chips"
6916,HRMN SOUPER,Kroger,canned goods & soups
6917,SENECA APPLE JUICE,Publix,beverages
6918,STO SPAG,Kroger,grains & pasta
6919,ER SAINGS,Kroger,not an item
6920,EBT CASH,Publix,not an item
6921,ZONEEBAR,Publix,health & wellness
6922,MATO,Kroger,produce
6923,NISS HS BWL NOODLS,Publix,boxed meals
6924,KRO XT CHERY,Kroger,dairy
6925,RRD SUMMERFUEL2X PTS,Kroger,not an item
6926,KRO VNNASSSGE,Kroger,"meat, seafood, & poultry"
6927,CHETO CHED JALAPEN,Publix,"snacks, cookies, & chips"
6928,KIND BAR PPC,Publix,"snacks, cookies, & chips"
6929,PSST CHKN NBBLR,Kroger,frozen foods
6930,NOLA BARS,Kroger,"snacks, cookies, & chips"
6931,WH CINN APPLE SAUC,Publix,canned goods & soups
6932,T PICKLES,Kroger,"condiments, sauces & seasonings"
6933,GARLIC MINCED SW,Publix,canned goods & soups
6934,PPEPSTCOLA,Kroger,beverages
6935,PER GALL AT SHELL 0N,Kroger,not an item
6936,T0MAT000N THEEVINE,Publix,produce
6937,LIMIITONE 50 FUELPT BONUS PER,Kroger,not an item
6938,HCH FZ ML,Kroger,frozen foods
6939,LIIMITONE 50,Kroger,not an item
6940,YOPLTPEACHH,Kroger,dairy
6941,MIRALAX,Kroger,health & wellness
6942,DEEITT,Kroger,household essentials
6943,ONE PJRCHASE OFUP T0,Kroger,not an item
6944,REYNOLDS WRAP OIL,Kroger,household essentials
6945,ENTMMMUFFIN,Kroger,bakery
6946,MM LIMEADE,Publix,frozen foods
6947,T LOOPS,Kroger,breakfast & cereal
6948,PKINS,Kroger,household essentials
6949,PURCHAASE,Kroger,not an item
6950,N0 PJRCHASE,Kroger,not an item
6951,EEFFECTIVE AUSUST 23,Kroger,not an item
6952,L CHIPS PPC,Kroger,"snacks, cookies, & chips"
6953,PPBX SWISS CHEESE,Publix,dairy
6954,CASCADE PLAT FRESHH,Publix,household essentials
6955,LIFEWAY KEFIR,Kroger,dairy
6956,TTALSAVINGS,Kroger,not an item
6957,ER SAVINS,Kroger,not an item
6958,EARRN,Kroger,not an item
6959,BBFG FLATBREAD,Kroger,bakery
6960,KKRO NTRL APPLESCE,Kroger,canned goods & soups
6961,G MHONEY NUTCCHER,Kroger,breakfast & cereal
6962,Y CRM CHS,Kroger,dairy
6963,OSCM BEEF SMKD SSGPC,Kroger,"meat, seafood, & poultry"
6964,KING OSCAR SARDINE,Publix,canned goods & soups
6965,KRO VIITDD WHLMILKPC,Kroger,dairy
6966,SR DRNKBL YOG,Kroger,dairy
6967,RMELON,Kroger,produce
6968,ODWLBAR,Kroger,"snacks, cookies, & chips"
6969,DING MIX,Kroger,"snacks, cookies, & chips"
6970,PUB SLICED CARROTS,Kroger,produce
6971,WT BANNANAS,Kroger,produce
6972,OMMUSHROOM,Kroger,produce
6973,SVINS 0,Kroger,not an item
6974,CREST PRO HLTH TP,Kroger,health & wellness
6975,SLMJM SNK ST PPC,Kroger,"snacks, cookies, & chips"
6976,WT APPLE KANZI,Kroger,produce
6977,SC KKROGR SAVNGS,Kroger,not an item
6978,BBO SUMER FUEL2X PTS,Kroger,not an item
6979,G00D THN SPINACHH,Publix,produce
6980,GRAND 0TA1,Kroger,not an item
6981,EFRIED BEANS,Kroger,canned goods & soups
6982,STEW BEEF PPC,Kroger,canned goods & soups
6983,CHK BREAST BLSL PC 3,Kroger,"meat, seafood, & poultry"
6984,SOFTSOAP PPC,Kroger,beauty & grooming
6985,PBX RKY WHL SUB,Publix,deli
6986,ANNALCARD SAVIINGS,Kroger,not an item
6987,0 ROLLS,Kroger,bakery
6988,HUNTPETITEEDC TOM,Publix,canned goods & soups
6989,ST BAR,Kroger,"snacks, cookies, & chips"
6990,CHLG CRM CHS BAR PPC,Kroger,dairy
6991,TOWN HSE PITA HERB,Kroger,"snacks, cookies, & chips"
6992,ZTRN BEANS  RICE,Kroger,grains & pasta
6993,PUBLIX COCONUT FLK,Publix,baking
6994,CUCMERS,Kroger,produce
6995,SUDDENLY SAAD,Kroger,grains & pasta
6996,AW R00T BEER,Kroger,beverages
6997,BAN BNS CNTY SG LK,Publix,frozen foods
6998,KRO RL SGR BLK CHRPC,Kroger,dairy
6999,HUNT MANWICH SAUCE,Publix,"condiments, sauces & seasonings"
7000,LOPER GAL ATSHELL,Kroger,not an item
7001,YLINE CHILI,Kroger,canned goods & soups
7002,KR00PIZZA,Kroger,frozen foods
7003,ANLY BEETS,Kroger,canned goods & soups
7004,KKRO CORN STARCHH,Kroger,baking
7005,OCTOBER,Kroger,not an item
7006,WT OMATOES,Kroger,produce
7007,PPSSTSAUCE,Kroger,"condiments, sauces & seasonings"
7008,LIMITTONE 50 FULPTBONUS PER,Kroger,not an item
7009,1 2 FOR 629,Kroger,not an item
7010,LIBERTE YOGURT PPC,Kroger,dairy
7011,K0 PIZZA,Kroger,frozen foods
7012,CHNGE 0,Kroger,not an item
7013,KDCS CRN DOG,Kroger,frozen foods
7014,COLG ENMLTTHPST,Kroger,health & wellness
7015,I COLA,Kroger,beverages
7016,PUB BTR MAPLE SYRP,Publix,"condiments, sauces & seasonings"
7017,CRV BEER SNGL TAX,Safeway,not an item
7018,ST IVE BODYWASHH,Kroger,beauty & grooming
7019,KKRO VNA SSG,Kroger,"meat, seafood, & poultry"
7020,CKY DGH,Kroger,bakery
7021,OSCM CKN CHDDR,Kroger,"snacks, cookies, & chips"
7022,ALXF PUFFS,Kroger,beauty & grooming
7023,BBCHNTDBABY PPC,Kroger,baby & kids
7024,EL MONTDBURRITO,Publix,frozen foods
7025,PUB IBUPROFEN,Kroger,health & wellness
7026,ZTRN BOIL,Kroger,"condiments, sauces & seasonings"
7027,EMERGEN C,Kroger,health & wellness
7028,EBNTRY,Kroger,not an item
7029,OCSM TKY CHDR,Kroger,"snacks, cookies, & chips"
7030,UBCCHICKENWILD RI,Publix,grains & pasta
7031,CARD WEDDING,Kroger,household essentials
7032,NFL DOG F00D,Kroger,pets
7033,NNNDB BLCKBRY,Kroger,produce
7034,KRO BACEBITS,Kroger,produce
7035,DMNG SALMON,Kroger,canned goods & soups
7036,SC POPCHIP DISCOUNT,Kroger,not an item
7037,LIMITONE 50 FUELPT BNUS PER,Kroger,not an item
7038,BBO SUMMER FUL,Kroger,not an item
7039,MEN SHAMPOO,Kroger,beauty & grooming
7040,CSCD DISH POWDER,Kroger,household essentials
7041,PPBLX CLVR GLDN HNY,Publix,baking
7042,MORR HOT DOG,Kroger,bakery
7043,3 QTY,Kroger,not an item
7044,BNLSCHICKBREAST,Publix,"meat, seafood, & poultry"
7045,BBLNCBARS,Kroger,"snacks, cookies, & chips"
7046,FRT SNACKS,Kroger,"snacks, cookies, & chips"
7047,SC 50T OFF HBC,Kroger,beverages
7048,STO MINTORGNC,Kroger,produce
7049,ID FFFFRENCH VANIL,Publix,dairy
7050,ROGER GREAT,Kroger,not an item
7051,LAMB SHOULDER CHOP,Kroger,"meat, seafood, & poultry"
7052,YARMR DRNK,Kroger,beverages
7053,PUB GW BLUE TORTIL,Publix,"snacks, cookies, & chips"
7054,MOUNTAIN DEN,Publix,beverages
7055,RANA RAVIOLI PPC,Kroger,grains & pasta
7056,PWERAE,Kroger,beverages
7057,PRO BEEF VEG,Publix,canned goods & soups
7058,OTUNA,Kroger,canned goods & soups
7059,SUNKIST GRP,Kroger,beverages
7060,ECPN SILK,Kroger,dairy
7061,1 E 10600 YOPLAIT YOGURT,Kroger,dairy
7062,PRSL ROSES,Kroger,"snacks, cookies, & chips"
7063,E FRZN SWTCRN,Kroger,frozen foods
7064,RHTGF WIENERS,Kroger,"meat, seafood, & poultry"
7065,HAAS AVOCADO PPC,Kroger,produce
7066,KROOLIVES,Kroger,"condiments, sauces & seasonings"
7067,GGEVALIACCOFFEE,Publix,beverages
7068,HRML TKY PEP PPC,Kroger,deli
7069,HUNTTOMATO PASTE,Publix,"condiments, sauces & seasonings"
7070,C STRWBRY,Kroger,produce
7071,MRCH INSTLUNCHH,Kroger,boxed meals
7072,SFGREEK WHL CHRRY,Publix,dairy
7073,LACTTLOO 2 CALCIU,Publix,dairy
7074,1 2F0R 600,Kroger,not an item
7075,PPUB WHT VINEGAR,Publix,"condiments, sauces & seasonings"
7076,NESQUIK STRAW SYR,Publix,"condiments, sauces & seasonings"
7077,PRSL SORBET PPC,Kroger,frozen foods
7078,RRYND WRAP FOIL,Kroger,household essentials
7079,CARD THANKS,Kroger,household essentials
7080,FOR 499,Publix,not an item
7081,SOTHERN COBB LG GG,Kroger,dairy
7082,ALFR SAUSAGE,Kroger,"meat, seafood, & poultry"
7083,PBX MOZZARELLACHU,Publix,dairy
7084,CAULIFLOWER FLORETT,Publix,produce
7085,RML TKY PEP,Kroger,deli
7086,0J N0 PULPWCAL,Publix,beverages
7087,GRAPEFRUITRED,Kroger,produce
7088,DRIED BANANA CHIPS,Publix,produce
7089,PILLS BISC BTTRMLK,Publix,bakery
7090,PPBX BNLS BREAST,Kroger,"meat, seafood, & poultry"
7091,PEPPRDG,Kroger,"snacks, cookies, & chips"
7092,PRNA DENTALIFE,Kroger,pets
7093,NTS MANWICH,Kroger,"condiments, sauces & seasonings"
7094,PER WHLGRN CKN,Publix,frozen foods
7095,SOU,Kroger,canned goods & soups
7096,KOCHEESE,Kroger,dairy
7097,BALL PARK FRANKS PPC,Kroger,"meat, seafood, & poultry"
7098,PRING SLT VIN,Kroger,"snacks, cookies, & chips"
7099,US HIHWAY,Kroger,not an item
7100,SC ECON FFD BUSHS HME,Kroger,canned goods & soups
7101,LIIMITONE 50 FUEL PTBONUS PER,Kroger,not an item
7102,LMON,Kroger,produce
7103,GUMMI BEARS,Kroger,candy & gum
7104,MFLD ICE CRM PPC,Kroger,frozen foods
7105,MTN COFFEE,Kroger,beverages
7106,SSTSOUP,Kroger,canned goods & soups
7107,SHEBA CAT,Kroger,pets
7108,EDL MILKSHAKE STRW,Kroger,dairy
7109,0R 1000,Publix,not an item
7110,MOMS CEREAL PPC,Kroger,breakfast & cereal
